index,item_id,dept_id,cat_id,store_id,state_id,sales,day
201,77,2,0,2,6,10,7
202,155,5,2,3,6,1,7
203,168,6,2,2,6,2,7
204,5,0,0,2,6,9,7
205,170,6,2,7,55,1,7
206,145,5,2,4,48,4,7
207,51,2,0,8,55,1,7
208,55,2,0,6,48,1,7
209,149,5,2,7,55,2,7
210,40,2,0,6,48,3,7
211,14,0,0,0,6,2,7
212,110,3,1,6,48,2,7
213,72,2,0,2,6,5,7
214,52,2,0,4,48,3,7
215,88,2,0,9,55,3,7
216,155,5,2,2,6,1,7
217,179,6,2,7,55,2,7
218,130,5,2,1,6,5,7
219,50,2,0,7,55,1,7
220,1,0,0,0,6,10,7
221,60,2,0,2,6,1,8
222,11,0,0,0,6,3,8
223,133,5,2,8,55,1,8
224,75,2,0,1,6,23,8
225,161,6,2,5,48,1,8
226,63,2,0,6,48,1,8
227,178,6,2,3,6,1,8
228,137,5,2,3,6,1,8
229,37,1,0,0,6,49,8
230,23,1,0,2,6,1,8
231,7,0,0,0,6,4,8
232,128,5,2,4,48,2,8
233,85,2,0,3,6,9,8
234,165,6,2,2,6,1,8
235,77,2,0,2,6,3,8
236,155,5,2,3,6,2,8
237,5,0,0,2,6,8,8
238,163,6,2,7,55,1,8
239,170,6,2,7,55,2,8
240,145,5,2,4,48,4,8
241,73,2,0,5,48,4,8
242,170,6,2,4,48,1,8
243,69,2,0,5,48,1,8
244,140,5,2,1,6,2,8
245,138,5,2,0,6,2,8
246,51,2,0,8,55,6,8
247,55,2,0,6,48,1,8
248,149,5,2,7,55,2,8
249,40,2,0,6,48,7,8
250,92,3,1,7,55,2,8
251,14,0,0,0,6,1,8
252,72,2,0,2,6,13,8
253,52,2,0,4,48,2,8
254,88,2,0,9,55,3,8
255,155,5,2,2,6,1,8
256,0,0,0,2,6,1,8
257,177,6,2,5,48,2,8
258,179,6,2,7,55,3,8
259,130,5,2,1,6,7,8
260,50,2,0,7,55,8,8
261,1,0,0,0,6,1,8
262,6,0,0,5,48,1,8
263,164,6,2,5,48,1,9
264,11,0,0,0,6,5,9
265,126,4,1,4,48,1,9
266,107,3,1,6,48,1,9
267,131,5,2,3,6,1,9
268,75,2,0,1,6,8,9
269,63,2,0,6,48,2,9
270,37,1,0,0,6,27,9
271,7,0,0,0,6,2,9
272,47,2,0,8,55,1,9
273,85,2,0,3,6,4,9
274,165,6,2,2,6,1,9
275,77,2,0,2,6,3,9
276,5,0,0,2,6,6,9
277,113,3,1,4,48,2,9
278,170,6,2,7,55,1,9
279,145,5,2,4,48,4,9
280,73,2,0,5,48,3,9
281,138,5,2,0,6,4,9
282,51,2,0,8,55,6,9
283,30,1,0,0,6,2,9
284,149,5,2,7,55,2,9
285,10,0,0,5,48,1,9
286,40,2,0,6,48,1,9
287,14,0,0,0,6,1,9
288,72,2,0,2,6,7,9
289,32,1,0,6,48,4,9
290,88,2,0,9,55,5,9
291,155,5,2,2,6,1,9
292,0,0,0,2,6,1,9
293,53,2,0,3,6,2,9
294,179,6,2,7,55,1,9
295,130,5,2,1,6,6,9
296,6,0,0,5,48,1,9
297,60,2,0,2,6,42,10
298,11,0,0,0,6,2,10
299,90,2,0,8,55,1,10
300,107,3,1,6,48,2,10
301,133,5,2,8,55,1,10
302,75,2,0,1,6,1,10
303,63,2,0,6,48,2,10
304,166,6,2,3,6,1,10
305,37,1,0,0,6,61,10
306,7,0,0,0,6,3,10
307,47,2,0,8,55,1,10
308,85,2,0,3,6,1,10
309,165,6,2,2,6,3,10
310,77,2,0,2,6,2,10
311,168,6,2,2,6,1,10
312,5,0,0,2,6,5,10
313,73,2,0,5,48,2,10
314,170,6,2,4,48,1,10
315,162,6,2,0,6,1,10
316,140,5,2,1,6,1,10
317,138,5,2,0,6,2,10
318,51,2,0,8,55,7,10
319,55,2,0,6,48,2,10
320,149,5,2,7,55,1,10
321,10,0,0,5,48,1,10
322,40,2,0,6,48,2,10
323,14,0,0,0,6,2,10
324,72,2,0,2,6,10,10
325,32,1,0,6,48,6,10
326,52,2,0,4,48,1,10
327,88,2,0,9,55,5,10
328,155,5,2,2,6,2,10
329,179,6,2,7,55,3,10
330,130,5,2,1,6,4,10
331,50,2,0,7,55,2,10
332,60,2,0,2,6,69,11
333,11,0,0,0,6,1,11
334,90,2,0,8,55,1,11
335,107,3,1,6,48,2,11
336,133,5,2,8,55,2,11
337,75,2,0,1,6,2,11
338,63,2,0,6,48,3,11
339,166,6,2,3,6,1,11
340,37,1,0,0,6,38,11
341,23,1,0,2,6,1,11
342,7,0,0,0,6,2,11
343,47,2,0,8,55,1,11
344,128,5,2,4,48,1,11
345,85,2,0,3,6,4,11
346,165,6,2,2,6,2,11
347,77,2,0,2,6,7,11
348,114,3,1,1,6,1,11
349,5,0,0,2,6,7,11
350,145,5,2,4,48,4,11
351,174,6,2,7,55,1,11
352,69,2,0,5,48,1,11
353,171,6,2,8,55,2,11
354,140,5,2,1,6,2,11
355,138,5,2,0,6,6,11
356,51,2,0,8,55,1,11
357,55,2,0,6,48,1,11
358,149,5,2,7,55,2,11
359,10,0,0,5,48,1,11
360,40,2,0,6,48,1,11
361,14,0,0,0,6,2,11
362,72,2,0,2,6,50,11
363,32,1,0,6,48,5,11
364,88,2,0,9,55,3,11
365,155,5,2,2,6,1,11
366,0,0,0,2,6,1,11
367,177,6,2,5,48,1,11
368,130,5,2,1,6,1,11
369,50,2,0,7,55,1,11
370,6,0,0,5,48,1,11
371,60,2,0,2,6,90,12
372,11,0,0,0,6,6,12
373,90,2,0,8,55,2,12
374,126,4,1,4,48,1,12
375,107,3,1,6,48,1,12
376,131,5,2,3,6,2,12
377,133,5,2,8,55,1,12
378,75,2,0,1,6,8,12
379,161,6,2,5,48,1,12
380,63,2,0,6,48,1,12
381,137,5,2,3,6,1,12
382,166,6,2,3,6,1,12
383,37,1,0,0,6,24,12
384,7,0,0,0,6,2,12
385,47,2,0,8,55,2,12
386,85,2,0,3,6,1,12
387,165,6,2,2,6,3,12
388,77,2,0,2,6,9,12
389,155,5,2,3,6,1,12
390,168,6,2,2,6,1,12
391,5,0,0,2,6,5,12
392,170,6,2,7,55,1,12
393,73,2,0,5,48,2,12
394,138,5,2,0,6,1,12
395,51,2,0,8,55,3,12
396,55,2,0,6,48,3,12
397,149,5,2,7,55,5,12
398,10,0,0,5,48,1,12
399,40,2,0,6,48,1,12
400,92,3,1,7,55,1,12
401,14,0,0,0,6,2,12
402,72,2,0,2,6,52,12
403,32,1,0,6,48,2,12
404,88,2,0,9,55,2,12
405,155,5,2,2,6,1,12
406,177,6,2,5,48,1,12
407,179,6,2,7,55,2,12
408,130,5,2,1,6,4,12
409,50,2,0,7,55,3,12
410,6,0,0,5,48,1,12
411,60,2,0,2,6,15,13
412,11,0,0,0,6,5,13
413,90,2,0,8,55,2,13
414,107,3,1,6,48,6,13
415,131,5,2,3,6,1,13
416,75,2,0,1,6,3,13
417,37,1,0,0,6,36,13
418,23,1,0,2,6,1,13
419,7,0,0,0,6,7,13
420,85,2,0,3,6,3,13
421,77,2,0,2,6,2,13
422,84,2,0,2,6,2,13
423,5,0,0,2,6,3,13
424,145,5,2,4,48,1,13
425,73,2,0,5,48,3,13
426,140,5,2,1,6,2,13
427,138,5,2,0,6,1,13
428,51,2,0,8,55,1,13
429,30,1,0,0,6,1,13
430,55,2,0,6,48,1,13
431,149,5,2,7,55,1,13
432,40,2,0,6,48,1,13
433,92,3,1,7,55,1,13
434,14,0,0,0,6,1,13
435,72,2,0,2,6,39,13
436,32,1,0,6,48,2,13
437,88,2,0,9,55,2,13
438,155,5,2,2,6,1,13
439,53,2,0,3,6,2,13
440,179,6,2,7,55,1,13
441,130,5,2,1,6,5,13
442,50,2,0,7,55,1,13
443,1,0,0,0,6,10,13
444,60,2,0,2,6,87,14
445,164,6,2,5,48,1,14
446,11,0,0,0,6,4,14
447,90,2,0,8,55,1,14
448,107,3,1,6,48,16,14
449,133,5,2,8,55,2,14
450,75,2,0,1,6,12,14
451,161,6,2,5,48,1,14
452,178,6,2,3,6,1,14
453,160,5,2,9,55,2,14
454,166,6,2,3,6,2,14
455,37,1,0,0,6,10,14
456,7,0,0,0,6,6,14
457,47,2,0,8,55,4,14
458,165,6,2,2,6,1,14
459,77,2,0,2,6,6,14
460,155,5,2,3,6,1,14
461,114,3,1,1,6,2,14
462,84,2,0,2,6,1,14
463,5,0,0,2,6,4,14
464,113,3,1,4,48,3,14
465,145,5,2,4,48,6,14
466,73,2,0,5,48,4,14
467,170,6,2,4,48,1,14
468,140,5,2,1,6,2,14
469,51,2,0,8,55,10,14
470,55,2,0,6,48,1,14
471,149,5,2,7,55,5,14
472,10,0,0,5,48,1,14
473,40,2,0,6,48,1,14
474,92,3,1,7,55,2,14
475,14,0,0,0,6,1,14
476,110,3,1,6,48,2,14
477,72,2,0,2,6,49,14
478,32,1,0,6,48,6,14
479,52,2,0,4,48,1,14
480,88,2,0,9,55,1,14
481,179,6,2,7,55,1,14
482,130,5,2,1,6,8,14
483,50,2,0,7,55,1,14
484,1,0,0,0,6,7,14
485,173,6,2,4,48,1,14
486,60,2,0,2,6,5,15
487,11,0,0,0,6,14,15
488,90,2,0,8,55,1,15
489,107,3,1,6,48,3,15
490,133,5,2,8,55,2,15
491,75,2,0,1,6,8,15
492,63,2,0,6,48,6,15
493,178,6,2,3,6,1,15
494,37,1,0,0,6,21,15
495,23,1,0,2,6,1,15
496,7,0,0,0,6,4,15
497,47,2,0,8,55,1,15
498,85,2,0,3,6,1,15
499,77,2,0,2,6,3,15
500,5,0,0,2,6,3,15
501,145,5,2,4,48,1,15
502,73,2,0,5,48,3,15
503,140,5,2,1,6,4,15
504,138,5,2,0,6,4,15
505,51,2,0,8,55,1,15
506,149,5,2,7,55,6,15
507,40,2,0,6,48,3,15
508,92,3,1,7,55,2,15
509,14,0,0,0,6,1,15
510,72,2,0,2,6,37,15
511,32,1,0,6,48,6,15
512,52,2,0,4,48,1,15
513,88,2,0,9,55,9,15
514,155,5,2,2,6,1,15
515,0,0,0,2,6,1,15
516,53,2,0,3,6,3,15
517,179,6,2,7,55,2,15
518,50,2,0,7,55,1,15
519,1,0,0,0,6,8,15
520,6,0,0,5,48,2,15
521,60,2,0,2,6,28,16
522,164,6,2,5,48,1,16
523,11,0,0,0,6,16,16
524,90,2,0,8,55,1,16
525,126,4,1,4,48,1,16
526,107,3,1,6,48,10,16
527,75,2,0,1,6,10,16
528,161,6,2,5,48,2,16
529,160,5,2,9,55,3,16
530,166,6,2,3,6,1,16
531,37,1,0,0,6,33,16
532,23,1,0,2,6,1,16
533,7,0,0,0,6,6,16
534,47,2,0,8,55,1,16
535,85,2,0,3,6,2,16
536,77,2,0,2,6,3,16
537,155,5,2,3,6,1,16
538,5,0,0,2,6,6,16
539,121,4,1,2,6,1,16
540,145,5,2,4,48,8,16
541,174,6,2,7,55,1,16
542,73,2,0,5,48,3,16
543,25,1,0,5,48,1,16
544,140,5,2,1,6,1,16
545,138,5,2,0,6,3,16
546,51,2,0,8,55,4,16
547,30,1,0,0,6,2,16
548,55,2,0,6,48,1,16
549,149,5,2,7,55,1,16
550,40,2,0,6,48,3,16
551,72,2,0,2,6,80,16
552,32,1,0,6,48,16,16
553,118,4,1,2,6,1,16
554,52,2,0,4,48,2,16
555,88,2,0,9,55,7,16
556,155,5,2,2,6,1,16
557,112,3,1,8,55,3,16
558,53,2,0,3,6,1,16
559,179,6,2,7,55,4,16
560,130,5,2,1,6,8,16
561,50,2,0,7,55,3,16
562,1,0,0,0,6,19,16
563,6,0,0,5,48,4,16
564,60,2,0,2,6,42,17
565,11,0,0,0,6,15,17
566,107,3,1,6,48,1,17
567,37,1,0,0,6,18,17
568,47,2,0,8,55,3,17
569,77,2,0,2,6,2,17
570,155,5,2,3,6,1,17
571,168,6,2,2,6,1,17
572,5,0,0,2,6,15,17
573,163,6,2,7,55,1,17
574,145,5,2,4,48,3,17
575,174,6,2,7,55,1,17
576,73,2,0,5,48,1,17
577,69,2,0,5,48,1,17
578,140,5,2,1,6,1,17
579,138,5,2,0,6,2,17
580,55,2,0,6,48,2,17
581,149,5,2,7,55,1,17
582,40,2,0,6,48,1,17
583,92,3,1,7,55,1,17
584,110,3,1,6,48,1,17
585,72,2,0,2,6,3,17
586,32,1,0,6,48,2,17
587,52,2,0,4,48,1,17
588,88,2,0,9,55,10,17
589,112,3,1,8,55,1,17
590,177,6,2,5,48,1,17
591,53,2,0,3,6,1,17
592,1,0,0,0,6,3,17
593,60,2,0,2,6,25,18
594,164,6,2,5,48,1,18
595,11,0,0,0,6,4,18
596,107,3,1,6,48,1,18
597,75,2,0,1,6,6,18
598,166,6,2,3,6,1,18
599,37,1,0,0,6,31,18
600,7,0,0,0,6,1,18
601,47,2,0,8,55,1,18
602,85,2,0,3,6,1,18
603,165,6,2,2,6,1,18
604,77,2,0,2,6,1,18
605,114,3,1,1,6,1,18
606,168,6,2,2,6,1,18
607,84,2,0,2,6,2,18
608,5,0,0,2,6,5,18
609,113,3,1,4,48,1,18
610,73,2,0,5,48,1,18
611,140,5,2,1,6,4,18
612,138,5,2,0,6,2,18
613,51,2,0,8,55,4,18
614,149,5,2,7,55,1,18
615,10,0,0,5,48,1,18
616,40,2,0,6,48,3,18
617,14,0,0,0,6,1,18
618,72,2,0,2,6,10,18
619,32,1,0,6,48,1,18
620,52,2,0,4,48,5,18
621,88,2,0,9,55,1,18
622,112,3,1,8,55,1,18
623,53,2,0,3,6,1,18
624,179,6,2,7,55,4,18
625,130,5,2,1,6,5,18
626,1,0,0,0,6,1,18
627,60,2,0,2,6,29,19
628,11,0,0,0,6,4,19
629,107,3,1,6,48,27,19
630,63,2,0,6,48,1,19
631,166,6,2,3,6,2,19
632,37,1,0,0,6,37,19
633,7,0,0,0,6,1,19
634,47,2,0,8,55,2,19
635,85,2,0,3,6,1,19
636,77,2,0,2,6,2,19
637,114,3,1,1,6,1,19
638,168,6,2,2,6,1,19
639,84,2,0,2,6,1,19
640,5,0,0,2,6,4,19
641,113,3,1,4,48,1,19
642,163,6,2,7,55,2,19
643,145,5,2,4,48,3,19
644,73,2,0,5,48,2,19
645,140,5,2,1,6,1,19
646,138,5,2,0,6,2,19
647,51,2,0,8,55,3,19
648,149,5,2,7,55,5,19
649,10,0,0,5,48,1,19
650,40,2,0,6,48,1,19
651,14,0,0,0,6,1,19
652,72,2,0,2,6,28,19
653,32,1,0,6,48,7,19
654,118,4,1,2,6,1,19
655,155,5,2,2,6,2,19
656,177,6,2,5,48,1,19
657,130,5,2,1,6,3,19
658,50,2,0,7,55,4,19
659,173,6,2,4,48,2,19
660,60,2,0,2,6,19,20
661,164,6,2,5,48,1,20
662,11,0,0,0,6,3,20
663,90,2,0,8,55,1,20
664,107,3,1,6,48,2,20
665,131,5,2,3,6,1,20
666,75,2,0,1,6,8,20
667,63,2,0,6,48,1,20
668,166,6,2,3,6,1,20
669,37,1,0,0,6,27,20
670,47,2,0,8,55,1,20
671,77,2,0,2,6,3,20
672,84,2,0,2,6,1,20
673,5,0,0,2,6,3,20
674,113,3,1,4,48,1,20
675,163,6,2,7,55,1,20
676,170,6,2,7,55,1,20
677,121,4,1,2,6,1,20
678,73,2,0,5,48,4,20
679,140,5,2,1,6,1,20
680,51,2,0,8,55,4,20
681,149,5,2,7,55,3,20
682,40,2,0,6,48,1,20
683,92,3,1,7,55,1,20
684,14,0,0,0,6,1,20
685,72,2,0,2,6,6,20
686,32,1,0,6,48,1,20
687,155,5,2,2,6,1,20
688,112,3,1,8,55,1,20
689,177,6,2,5,48,1,20
690,130,5,2,1,6,5,20
691,60,2,0,2,6,65,21
692,11,0,0,0,6,10,21
693,124,4,1,5,48,1,21
694,107,3,1,6,48,9,21
695,131,5,2,3,6,1,21
696,75,2,0,1,6,1,21
697,37,1,0,0,6,26,21
698,23,1,0,2,6,1,21
699,47,2,0,8,55,3,21
700,85,2,0,3,6,5,21
701,165,6,2,2,6,1,21
702,77,2,0,2,6,2,21
703,155,5,2,3,6,1,21
704,5,0,0,2,6,1,21
705,113,3,1,4,48,1,21
706,170,6,2,7,55,1,21
707,145,5,2,4,48,4,21
708,73,2,0,5,48,1,21
709,171,6,2,8,55,1,21
710,140,5,2,1,6,2,21
711,138,5,2,0,6,4,21
712,51,2,0,8,55,9,21
713,149,5,2,7,55,4,21
714,10,0,0,5,48,1,21
715,40,2,0,6,48,1,21
716,14,0,0,0,6,3,21
717,72,2,0,2,6,14,21
718,155,5,2,2,6,1,21
719,0,0,0,2,6,1,21
720,177,6,2,5,48,1,21
721,53,2,0,3,6,2,21
722,179,6,2,7,55,5,21
723,130,5,2,1,6,2,21
724,50,2,0,7,55,1,21
725,6,0,0,5,48,3,21
726,60,2,0,2,6,34,22
727,11,0,0,0,6,8,22
728,107,3,1,6,48,1,22
729,75,2,0,1,6,6,22
730,161,6,2,5,48,1,22
731,160,5,2,9,55,3,22
732,37,1,0,0,6,31,22
733,23,1,0,2,6,1,22
734,47,2,0,8,55,2,22
735,85,2,0,3,6,5,22
736,77,2,0,2,6,3,22
737,84,2,0,2,6,2,22
738,5,0,0,2,6,6,22
739,145,5,2,4,48,5,22
740,174,6,2,7,55,2,22
741,73,2,0,5,48,4,22
742,69,2,0,5,48,1,22
743,171,6,2,8,55,2,22
744,140,5,2,1,6,3,22
745,138,5,2,0,6,5,22
746,51,2,0,8,55,10,22
747,30,1,0,0,6,1,22
748,55,2,0,6,48,1,22
749,149,5,2,7,55,6,22
750,40,2,0,6,48,1,22
751,92,3,1,7,55,1,22
752,72,2,0,2,6,9,22
753,155,5,2,2,6,2,22
754,179,6,2,7,55,2,22
755,130,5,2,1,6,11,22
756,50,2,0,7,55,3,22
757,1,0,0,0,6,5,22
758,173,6,2,4,48,1,22
759,60,2,0,2,6,21,23
760,11,0,0,0,6,4,23
761,107,3,1,6,48,5,23
762,131,5,2,3,6,1,23
763,75,2,0,1,6,12,23
764,63,2,0,6,48,1,23
765,160,5,2,9,55,2,23
766,137,5,2,3,6,1,23
767,166,6,2,3,6,1,23
768,37,1,0,0,6,38,23
769,47,2,0,8,55,2,23
770,85,2,0,3,6,3,23
771,165,6,2,2,6,1,23
772,77,2,0,2,6,1,23
773,114,3,1,1,6,1,23
774,84,2,0,2,6,2,23
775,5,0,0,2,6,4,23
776,145,5,2,4,48,1,23
777,73,2,0,5,48,1,23
778,140,5,2,1,6,2,23
779,138,5,2,0,6,4,23
780,51,2,0,8,55,6,23
781,149,5,2,7,55,2,23
782,40,2,0,6,48,7,23
783,92,3,1,7,55,1,23
784,72,2,0,2,6,19,23
785,155,5,2,2,6,2,23
786,53,2,0,3,6,1,23
787,179,6,2,7,55,2,23
788,130,5,2,1,6,10,23
789,50,2,0,7,55,2,23
790,1,0,0,0,6,1,23
791,6,0,0,5,48,1,23
792,173,6,2,4,48,1,23
793,60,2,0,2,6,37,24
794,11,0,0,0,6,3,24
795,90,2,0,8,55,1,24
796,107,3,1,6,48,4,24
797,75,2,0,1,6,2,24
798,160,5,2,9,55,1,24
799,37,1,0,0,6,38,24
800,47,2,0,8,55,1,24
801,85,2,0,3,6,1,24
802,165,6,2,2,6,1,24
803,77,2,0,2,6,7,24
804,155,5,2,3,6,1,24
805,5,0,0,2,6,2,24
806,113,3,1,4,48,1,24
807,145,5,2,4,48,1,24
808,73,2,0,5,48,2,24
809,140,5,2,1,6,2,24
810,138,5,2,0,6,3,24
811,51,2,0,8,55,3,24
812,10,0,0,5,48,2,24
813,40,2,0,6,48,2,24
814,92,3,1,7,55,1,24
815,72,2,0,2,6,7,24
816,155,5,2,2,6,2,24
817,130,5,2,1,6,6,24
818,50,2,0,7,55,1,24
819,1,0,0,0,6,7,24
820,6,0,0,5,48,2,24
821,11,0,0,0,6,4,25
822,107,3,1,6,48,14,25
823,75,2,0,1,6,4,25
824,161,6,2,5,48,1,25
825,160,5,2,9,55,1,25
826,37,1,0,0,6,18,25
827,23,1,0,2,6,1,25
828,7,0,0,0,6,1,25
829,47,2,0,8,55,1,25
830,85,2,0,3,6,4,25
831,77,2,0,2,6,3,25
832,168,6,2,2,6,1,25
833,5,0,0,2,6,4,25
834,121,4,1,2,6,2,25
835,145,5,2,4,48,1,25
836,73,2,0,5,48,5,25
837,170,6,2,4,48,2,25
838,140,5,2,1,6,1,25
839,138,5,2,0,6,3,25
840,51,2,0,8,55,4,25
841,40,2,0,6,48,1,25
842,14,0,0,0,6,1,25
843,72,2,0,2,6,11,25
844,155,5,2,2,6,2,25
845,177,6,2,5,48,1,25
846,130,5,2,1,6,4,25
847,50,2,0,7,55,1,25
848,60,2,0,2,6,1,26
849,11,0,0,0,6,2,26
850,75,2,0,1,6,7,26
851,63,2,0,6,48,1,26
852,37,1,0,0,6,18,26
853,7,0,0,0,6,1,26
854,47,2,0,8,55,5,26
855,77,2,0,2,6,2,26
856,5,0,0,2,6,3,26
857,113,3,1,4,48,3,26
858,163,6,2,7,55,1,26
859,145,5,2,4,48,3,26
860,73,2,0,5,48,1,26
861,140,5,2,1,6,2,26
862,138,5,2,0,6,1,26
863,51,2,0,8,55,4,26
864,55,2,0,6,48,2,26
865,149,5,2,7,55,4,26
866,10,0,0,5,48,1,26
867,40,2,0,6,48,1,26
868,92,3,1,7,55,2,26
869,72,2,0,2,6,1,26
870,155,5,2,2,6,1,26
